ID_Tiempo,Fecha,Mes,Año,Trimestre
872,2024-01-17,4,2021,4
873,2020-10-26,9,2023,1
874,2021-08-31,8,2023,3
875,2023-09-20,1,2022,4
876,2024-06-16,7,2020,3
877,2021-06-28,9,2020,4
878,2023-06-26,3,2022,1
879,2024-08-16,11,2020,4
880,2021-10-14,3,2021,4
881,2024-06-29,4,2023,4
882,2024-07-26,3,2024,4
883,2021-06-26,8,2024,2
884,2023-03-02,6,2021,2
885,2022-01-18,8,2024,1
886,2024-01-01,11,2023,2
887,2021-10-13,7,2020,4
888,2023-08-19,12,2021,1
889,2023-05-18,9,2024,2
890,2024-03-31,10,2021,3
891,2023-10-08,8,2020,1
892,2022-05-03,1,2024,3
893,2021-03-28,2,2020,2
894,2021-06-15,1,2023,3
895,2020-11-23,2,2020,2
896,2022-02-15,5,2023,1
897,2024-09-26,11,2024,1
898,2020-11-05,9,2024,4
899,2021-01-06,5,2024,3
900,2023-10-03,10,2023,4
901,2022-05-15,11,2021,2
902,2023-08-25,8,2023,4
903,2021-04-22,5,2022,4
904,2022-02-21,7,2022,4
905,2023-06-03,10,2022,1
906,2023-11-06,1,2020,4
907,2021-12-13,8,2023,2
908,2021-09-03,7,2021,1
909,2023-06-10,9,2021,2
910,2021-04-30,3,2020,3
911,2023-11-06,1,2024,3
912,2023-01-14,6,2021,2
913,2023-07-06,9,2023,3
914,2024-05-16,11,2021,4
915,2022-04-29,6,2020,1
916,2021-03-04,3,2020,3
917,2024-09-29,10,2024,3
918,2024-06-29,9,2021,1
919,2022-10-10,8,2020,3
920,2020-11-19,6,2020,3
921,2024-08-31,9,2023,3
922,2020-11-04,11,2024,1
923,2023-10-16,9,2021,1
924,2021-03-03,3,2023,3
925,2023-07-27,6,2023,4
926,2024-09-02,4,2022,2
927,2024-02-02,7,2021,2
928,2022-02-09,3,2021,4
929,2024-01-24,2,2024,4
930,2023-11-10,11,2023,1
931,2022-04-25,5,2021,3
932,2022-04-25,3,2024,1
933,2022-05-05,12,2022,1
934,2021-06-05,3,2022,4
935,2022-09-21,10,2020,4
936,2021-05-15,3,2020,1
937,2022-01-02,8,2022,3
938,2022-02-08,2,2021,2
939,2024-03-23,10,2020,4
940,2023-12-27,10,2022,1
941,2021-02-15,11,2024,4
942,2021-02-03,11,2022,3
943,2023-07-31,4,2020,3
944,2021-02-14,6,2021,3
945,2023-02-24,11,2022,4
946,2022-06-25,6,2020,3
947,2023-11-22,1,2023,2
948,2023-02-16,8,2023,2
949,2022-01-16,4,2022,4
950,2020-12-22,2,2021,2
951,2020-11-28,5,2024,1
952,2022-03-31,3,2024,2
953,2022-08-14,7,2020,3
954,2020-11-08,12,2020,2
955,2024-01-23,7,2020,1
956,2024-03-07,2,2021,4
957,2021-07-09,10,2021,3
958,2021-07-07,3,2023,2
959,2021-12-20,1,2022,4
960,2021-01-22,9,2022,3
961,2021-02-09,3,2024,4
962,2021-12-01,4,2024,2
963,2023-11-10,8,2023,4
964,2024-05-30,9,2020,2
965,2024-01-06,9,2023,3
966,2024-05-03,2,2021,1
967,2022-12-30,2,2024,3
968,2022-06-21,12,2024,2
969,2023-09-16,6,2024,1
970,2023-02-13,1,2022,1
971,2023-02-08,7,2022,2
972,2021-08-01,6,2023,4
973,2023-02-23,2,2020,4
974,2023-07-19,4,2021,4
975,2024-02-28,7,2021,1
976,2023-07-13,11,2023,3
977,2021-10-01,8,2022,3
978,2023-07-30,5,2022,2
979,2022-04-03,2,2022,4
980,2022-11-10,3,2022,3
981,2023-01-15,5,2023,4
982,2023-02-03,10,2024,2
983,2023-03-02,8,2022,3
984,2021-06-23,8,2022,1
985,2020-11-07,6,2020,1
986,2023-12-29,1,2022,1
987,2024-09-06,3,2022,2
988,2023-09-25,12,2020,2
989,2023-12-16,2,2020,4
990,2021-04-01,11,2020,1
991,2022-10-18,11,2024,3
992,2023-05-05,11,2024,2
993,2022-06-13,9,2023,4
994,2022-12-24,7,2020,2
995,2021-04-19,1,2020,1
996,2021-03-09,12,2022,1
997,2022-12-21,11,2023,4
998,2021-02-24,3,2020,1
999,2022-11-05,6,2020,3
1000,2021-06-24,3,2020,1
